run,type,module,name,attrname,attrvalue,value
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0].mac,packetDropOther:count,title,"packet drops: other, count",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.wlan[0].mac,packetDropOther:sum(packetBytes),,,0
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0].mac,packetDropOther:sum(packetBytes),interpolationmode,none,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0].mac,packetDropOther:sum(packetBytes),recordingmode,sum(packetBytes),
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0].mac,packetDropOther:sum(packetBytes),source,packetDropReasonIsOther(packetDropped),
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0].mac,packetDropOther:sum(packetBytes),title,"packet drops: other, sum(packetBytes)",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.wlan[0].mac,linkBroken:count,,,0
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0].mac,linkBroken:count,interpolationmode,none,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0].mac,linkBroken:count,recordingmode,count,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0].mac,linkBroken:count,title,"link breaks, count",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.wlan[0].radio,radioMode:count,,,206
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0].radio,radioMode:count,interpolationmode,sample-hold,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0].radio,radioMode:count,recordingmode,count,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0].radio,radioMode:count,source,radioModeChanged,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0].radio,radioMode:count,title,"Radio mode, count",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.wlan[0].radio,receptionState:count,,,404
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0].radio,receptionState:count,interpolationmode,sample-hold,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0].radio,receptionState:count,recordingmode,count,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0].radio,receptionState:count,source,receptionStateChanged,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0].radio,receptionState:count,title,"Radio reception state, count",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.wlan[0].radio,transmissionState:count,,,406
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0].radio,transmissionState:count,interpolationmode,sample-hold,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0].radio,transmissionState:count,recordingmode,count,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0].radio,transmissionState:count,source,transmissionStateChanged,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0].radio,transmissionState:count,title,"Radio transmission state, count",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.wlan[0],packetDropInterfaceDown:count,,,0
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0],packetDropInterfaceDown:count,interpolationmode,none,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0],packetDropInterfaceDown:count,recordingmode,count,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0],packetDropInterfaceDown:count,source,packetDropReasonIsInterfaceDown(packetDropped),
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0],packetDropInterfaceDown:count,title,"packet drops: interface down, count",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.wlan[0],packetDropInterfaceDown:sum(packetBytes),,,0
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0],packetDropInterfaceDown:sum(packetBytes),interpolationmode,none,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0],packetDropInterfaceDown:sum(packetBytes),recordingmode,sum(packetBytes),
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0],packetDropInterfaceDown:sum(packetBytes),source,packetDropReasonIsInterfaceDown(packetDropped),
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0],packetDropInterfaceDown:sum(packetBytes),title,"packet drops: interface down, sum(packetBytes)",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.wlan[0],packetDropNoCarrier:count,,,0
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0],packetDropNoCarrier:count,interpolationmode,none,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0],packetDropNoCarrier:count,recordingmode,count,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0],packetDropNoCarrier:count,source,packetDropReasonIsNoCarrier(packetDropped),
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0],packetDropNoCarrier:count,title,"packet drops: no carrier, count",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.wlan[0],packetDropNoCarrier:sum(packetBytes),,,0
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0],packetDropNoCarrier:sum(packetBytes),interpolationmode,none,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0],packetDropNoCarrier:sum(packetBytes),recordingmode,sum(packetBytes),
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0],packetDropNoCarrier:sum(packetBytes),source,packetDropReasonIsNoCarrier(packetDropped),
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.wlan[0],packetDropNoCarrier:sum(packetBytes),title,"packet drops: no carrier, sum(packetBytes)",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.ipv4.ip,packetDropAddressResolutionFailed:count,,,0
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropAddressResolutionFailed:count,interpolationmode,none,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropAddressResolutionFailed:count,recordingmode,count,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropAddressResolutionFailed:count,source,packetDropReasonIsAddressResolutionFailed(packetDropped),
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropAddressResolutionFailed:count,title,"packet drop: address resolution failed, count",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.ipv4.ip,packetDropAddressResolutionFailed:sum(packetBytes),,,0
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropAddressResolutionFailed:sum(packetBytes),interpolationmode,none,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropAddressResolutionFailed:sum(packetBytes),recordingmode,sum(packetBytes),
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropAddressResolutionFailed:sum(packetBytes),source,packetDropReasonIsAddressResolutionFailed(packetDropped),
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropAddressResolutionFailed:sum(packetBytes),title,"packet drop: address resolution failed, sum(packetBytes)",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.ipv4.ip,packetDropHopLimitReached:count,,,0
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropHopLimitReached:count,interpolationmode,none,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropHopLimitReached:count,recordingmode,count,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropHopLimitReached:count,source,packetDropReasonIsHopLimitReached(packetDropped),
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropHopLimitReached:count,title,"packet drop: hop limit reached, count",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.ipv4.ip,packetDropHopLimitReached:sum(packetBytes),,,0
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropHopLimitReached:sum(packetBytes),interpolationmode,none,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropHopLimitReached:sum(packetBytes),recordingmode,sum(packetBytes),
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropHopLimitReached:sum(packetBytes),source,packetDropReasonIsHopLimitReached(packetDropped),
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropHopLimitReached:sum(packetBytes),title,"packet drop: hop limit reached, sum(packetBytes)",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.ipv4.ip,packetDropForwardingDisabled:count,,,0
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropForwardingDisabled:count,interpolationmode,none,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropForwardingDisabled:count,recordingmode,count,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropForwardingDisabled:count,source,packetDropReasonIsForwardingDisabled(packetDropped),
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropForwardingDisabled:count,title,"packet drop: forwarding disabled, count",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.ipv4.ip,packetDropForwardingDisabled:sum(packetBytes),,,0
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropForwardingDisabled:sum(packetBytes),interpolationmode,none,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropForwardingDisabled:sum(packetBytes),recordingmode,sum(packetBytes),
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropForwardingDisabled:sum(packetBytes),source,packetDropReasonIsForwardingDisabled(packetDropped),
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropForwardingDisabled:sum(packetBytes),title,"packet drop: forwarding disabled, sum(packetBytes)",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.ipv4.ip,packetDropNoInterfaceFound:count,,,0
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropNoInterfaceFound:count,interpolationmode,none,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropNoInterfaceFound:count,recordingmode,count,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropNoInterfaceFound:count,source,packetDropReasonIsNoInterfaceFound(packetDropped),
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropNoInterfaceFound:count,title,"packet drop: no interface found, count",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.ipv4.ip,packetDropNoInterfaceFound:sum(packetBytes),,,0
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropNoInterfaceFound:sum(packetBytes),interpolationmode,none,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropNoInterfaceFound:sum(packetBytes),recordingmode,sum(packetBytes),
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropNoInterfaceFound:sum(packetBytes),source,packetDropReasonIsNoInterfaceFound(packetDropped),
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropNoInterfaceFound:sum(packetBytes),title,"packet drop: no interface found, sum(packetBytes)",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.ipv4.ip,packetDropNoRouteFound:count,,,0
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropNoRouteFound:count,interpolationmode,none,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropNoRouteFound:count,recordingmode,count,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropNoRouteFound:count,source,packetDropReasonIsNoRouteFound(packetDropped),
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropNoRouteFound:count,title,"packet drop: no route found, count",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.ipv4.ip,packetDropNoRouteFound:sum(packetBytes),,,0
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropNoRouteFound:sum(packetBytes),interpolationmode,none,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropNoRouteFound:sum(packetBytes),recordingmode,sum(packetBytes),
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropNoRouteFound:sum(packetBytes),source,packetDropReasonIsNoRouteFound(packetDropped),
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropNoRouteFound:sum(packetBytes),title,"packet drop: no route found, sum(packetBytes)",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.ipv4.ip,packetDropUndefined:count,,,0
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropUndefined:count,interpolationmode,none,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropUndefined:count,recordingmode,count,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropUndefined:count,source,packetDropReasonIsUndefined(packetDropped),
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropUndefined:count,title,"packet drop: undefined, count",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.ipv4.ip,packetDropUndefined:sum(packetBytes),,,0
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropUndefined:sum(packetBytes),interpolationmode,none,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropUndefined:sum(packetBytes),recordingmode,sum(packetBytes),
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropUndefined:sum(packetBytes),source,packetDropReasonIsUndefined(packetDropped),
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.ip,packetDropUndefined:sum(packetBytes),title,"packet drop: undefined, sum(packetBytes)",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.ipv4.arp,arpResolutionFailed:count,,,0
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.arp,arpResolutionFailed:count,recordingmode,count,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.arp,arpResolutionFailed:count,title,"ARP failed resolutions, count",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.ipv4.arp,arpResolutionCompleted:count,,,1
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.arp,arpResolutionCompleted:count,recordingmode,count,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.arp,arpResolutionCompleted:count,title,"ARP completed resolutions, count",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.ipv4.arp,arpResolutionInitiated:count,,,1
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.arp,arpResolutionInitiated:count,recordingmode,count,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.arp,arpResolutionInitiated:count,title,"ARP initiated resolutions, count",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.ipv4.arp,arpReplySent:count,,,0
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.arp,arpReplySent:count,recordingmode,count,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.arp,arpReplySent:count,source,arpReplySent,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.arp,arpReplySent:count,title,"ARP replies sent, count",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.ipv4.arp,arpReplySent:sum(packetBytes),,,0
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.arp,arpReplySent:sum(packetBytes),recordingmode,sum(packetBytes),
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.arp,arpReplySent:sum(packetBytes),source,arpReplySent,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.arp,arpReplySent:sum(packetBytes),title,"ARP replies sent, sum(packetBytes)",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.ipv4.arp,arpRequestSent:count,,,1
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.arp,arpRequestSent:count,recordingmode,count,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.arp,arpRequestSent:count,source,arpRequestSent,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.arp,arpRequestSent:count,title,"ARP request sent, count",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.ipv4.arp,arpRequestSent:sum(packetBytes),,,28
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.arp,arpRequestSent:sum(packetBytes),recordingmode,sum(packetBytes),
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.arp,arpRequestSent:sum(packetBytes),source,arpRequestSent,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.ipv4.arp,arpRequestSent:sum(packetBytes),title,"ARP request sent, sum(packetBytes)",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.udp,packetReceived:count,,,0
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.udp,packetReceived:count,interpolationmode,none,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.udp,packetReceived:count,recordingmode,count,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.udp,packetReceived:count,source,packetReceived,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.udp,packetReceived:count,title,"packets received, count",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.udp,packetReceived:sum(packetBytes),,,0
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.udp,packetReceived:sum(packetBytes),interpolationmode,none,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.udp,packetReceived:sum(packetBytes),recordingmode,sum(packetBytes),
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.udp,packetReceived:sum(packetBytes),source,packetReceived,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.udp,packetReceived:sum(packetBytes),title,"packets received, sum(packetBytes)",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.udp,packetSent:count,,,100
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.udp,packetSent:count,interpolationmode,none,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.udp,packetSent:count,recordingmode,count,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.udp,packetSent:count,source,packetSent,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.udp,packetSent:count,title,"packets sent, count",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.udp,packetSent:sum(packetBytes),,,11600
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.udp,packetSent:sum(packetBytes),interpolationmode,none,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.udp,packetSent:sum(packetBytes),recordingmode,sum(packetBytes),
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.udp,packetSent:sum(packetBytes),source,packetSent,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.udp,packetSent:sum(packetBytes),title,"packets sent, sum(packetBytes)",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.udp,passedUpPk:count,,,0
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.udp,passedUpPk:count,interpolationmode,none,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.udp,passedUpPk:count,recordingmode,count,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.udp,passedUpPk:count,source,packetSentToUpper,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.udp,passedUpPk:count,title,"packets passed up, count",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.udp,droppedPkWrongPort:count,,,0
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.udp,droppedPkWrongPort:count,interpolationmode,none,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.udp,droppedPkWrongPort:count,recordingmode,count,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.udp,droppedPkWrongPort:count,source,packetDropReasonIsNoPortFound(packetDropped),
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.udp,droppedPkWrongPort:count,title,"packets dropped (wrong port), count",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.udp,droppedPkBadChecksum:count,,,0
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.udp,droppedPkBadChecksum:count,interpolationmode,none,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.udp,droppedPkBadChecksum:count,recordingmode,count,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.udp,droppedPkBadChecksum:count,source,packetDropReasonIsIncorrectlyReceived(packetDropped),
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.udp,droppedPkBadChecksum:count,title,"packets dropped (checksum error), count",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.app[0],packets sent,,,100
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.app[0],packets received,,,0
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.app[0],packetReceived:count,,,0
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.app[0],packetReceived:count,interpolationmode,none,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.app[0],packetReceived:count,recordingmode,count,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.app[0],packetReceived:count,source,packetReceived,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.app[0],packetReceived:count,title,"packets received, count",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.app[0],packetReceived:sum(packetBytes),,,0
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.app[0],packetReceived:sum(packetBytes),interpolationmode,none,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.app[0],packetReceived:sum(packetBytes),recordingmode,sum(packetBytes),
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.app[0],packetReceived:sum(packetBytes),source,packetReceived,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.app[0],packetReceived:sum(packetBytes),title,"packets received, sum(packetBytes)",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.app[0],packetSent:count,,,100
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.app[0],packetSent:count,interpolationmode,none,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.app[0],packetSent:count,recordingmode,count,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.app[0],packetSent:count,source,packetSent,
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.app[0],packetSent:count,title,"packets sent, count",
SPECK_6LOWPAN-0-20260506-22:55:03-25974,scalar,KriptoAgi.sensor.app[0],packetSent:sum(packetBytes),,,10800
SPECK_6LOWPAN-0-20260506-22:55:03-25974,attr,KriptoAgi.sensor.app[0],packetSent:sum(packetBytes),interpolationmode,none,
